"goodreads_20794","kindle_27944","0.976"
"goodreads_52949","kindle_21291","0.992"
"goodreads_40674","kindle_14162","1.0"
"goodreads_6301","kindle_14652","0.9380000000000001"
"goodreads_21921","kindle_14905","0.992"
"goodreads_29683","kindle_1499","1.0"
"goodreads_14056","kindle_46367","0.9540000000000001"
"goodreads_8508","kindle_2577","0.996"
"goodreads_42325","kindle_41607","1.0"
"goodreads_2081","kindle_47965","0.9440000000000001"
"goodreads_6514","kindle_4116","0.9440000000000001"
"goodreads_27713","kindle_10129","0.9"
"goodreads_10829","kindle_14951","0.9"
"goodreads_5533","kindle_7883","0.968"
"goodreads_30186","kindle_46882","1.0"
"goodreads_17464","kindle_25519","1.0"
"goodreads_17234","kindle_35927","0.9"
"goodreads_3185","kindle_31116","0.996"
"goodreads_37152","kindle_9745","0.9400000000000001"
"goodreads_13658","kindle_8962","0.926"
"goodreads_6698","kindle_8173","0.968"
"goodreads_3334","kindle_21124","0.962"
"goodreads_9781","kindle_10228","0.966"
"goodreads_45217","kindle_22664","0.996"
"goodreads_18795","kindle_21698","0.934"
"goodreads_10357","kindle_9129","0.9540000000000001"
"goodreads_14936","kindle_25070","0.9"
"goodreads_39075","kindle_966","0.974"
"goodreads_11258","kindle_3562","0.9440000000000001"
"goodreads_25148","kindle_24616","0.988"
"goodreads_25263","kindle_26268","0.97"
"goodreads_31247","kindle_9505","0.984"
"goodreads_49555","kindle_18273","0.978"
"goodreads_44158","kindle_28328","0.992"
"goodreads_14665","kindle_5396","0.974"
"goodreads_19563","kindle_3232","0.962"
"goodreads_53054","kindle_3415","0.976"
"goodreads_12757","kindle_14956","0.9"
"goodreads_22123","kindle_2636","0.9"
"goodreads_7548","kindle_3314","0.9440000000000001"
"goodreads_24567","kindle_9865","0.9580000000000001"
"goodreads_11576","kindle_1892","0.9"
"goodreads_47551","kindle_25043","1.0"
"goodreads_18019","kindle_7658","0.968"
"goodreads_51891","kindle_25002","0.9"
"goodreads_54","kindle_9129","0.9420000000000001"
"goodreads_39380","kindle_35287","0.988"
"goodreads_8342","kindle_3852","0.976"
"goodreads_48336","kindle_25188","0.9"
"goodreads_2152","kindle_25326","0.9"
"goodreads_49085","kindle_12168","0.998"
"goodreads_17062","kindle_21757","0.988"
"goodreads_36702","kindle_15406","0.998"
"goodreads_12364","kindle_48431","0.9"
"goodreads_6648","kindle_4178","0.962"
"goodreads_7102","kindle_46892","0.96"
"goodreads_48473","kindle_31401","0.9"
"goodreads_32661","kindle_1893","1.0"
"goodreads_178","kindle_46443","0.9"
"goodreads_15742","kindle_4577","0.934"
"goodreads_4388","kindle_21257","0.964"
"goodreads_29587","kindle_25039","0.9"
"goodreads_51060","kindle_24983","0.914"
"goodreads_28708","kindle_25256","0.994"
"goodreads_5486","kindle_3991","0.978"
"goodreads_3466","kindle_4635","1.0"
